age,employment_type,monthly_income,foir,credit_utilization,payment_history_score,employment_stability_score,debt_burden_score,inquiry_pressure_score,loan_to_income_ratio,requested_loan_type,creditworthiness_score,defaulted
33,private_salaried,76351.34930103016,31.494452310289923,35.88701114998135,51.477450440218576,66.13767253203461,35.76486687928556,75.79765623074252,2.2405386069653503,car,627.5330052381423,0
59,private_salaried,44058.62551632741,30.465136368855383,34.90874342019408,61.35314797759692,53.79511286160468,90.4227645196183,85.41726202928079,2.188884443007171,personal,584.0890182150715,0
53,private_salaried,50758.09198934437,49.752564595376974,44.47254775455129,76.08701155877142,100.0,73.12453370099857,61.36115596783256,2.4691854325200553,personal,873.1960407784316,0
30,business,34515.02486318291,33.336020965557346,54.526182529622055,45.94301081855278,74.60016027285421,61.845520834917934,42.898840889641356,1.0898838365418335,personal,554.211773836216,0
47,self_employed,18838.289280152756,40.43714688207953,46.426950206535764,94.41047640026422,73.54907541323664,94.53317250859257,84.00485906724838,5.0259809501173,home,634.1240667269045,0
38,business,27312.274183274272,39.43216286634775,13.053082628666832,81.81844397117906,52.839662329209666,70.51270315774815,75.57446069941322,1.581038927849434,education,676.2419710731369,0
25,business,104622.78758915717,39.68687721646921,28.739525835671188,43.01753054925035,20.78524711145357,75.7098361995041,91.20893628220935,1.1085511557427652,car,834.9645196301819,0
23,private_salaried,39615.82072507195,37.549593543609625,58.06490372856912,95.53159693104156,59.152203312703776,44.5923350547569,64.61811124142099,0.1,education,721.2490611009454,0
59,govt_salaried,20631.275840981,56.66508187972717,52.72127120492306,72.25844357916294,60.00336047933557,21.5826834373918,60.26571007914501,2.4327261883827136,education,810.1334769036963,0
37,private_salaried,67701.6881517745,30.779223401733702,1.7061360760998454,74.87601720652255,65.07798317713943,87.45355369596042,41.176084790080026,0.6865711692890074,education,389.01409968162835,0
31,govt_salaried,28264.84393430215,42.31509912384941,49.94736063223603,69.18615383937913,100.0,58.612799849326834,61.06633058618666,0.10431803179391326,home,592.9194382437677,0
26,govt_salaried,25570.594991257505,13.488666961512141,31.16934352173414,76.14948006048594,0.0,62.96100975040287,70.84268163483858,4.016235609565299,home,664.7006598007423,0
37,private_salaried,66641.53761451993,46.36261565070958,24.38997704778945,63.4836351871064,48.1237075712089,18.9615767052883,39.69617875602896,1.552227773052294,home,814.0249120933429,0
63,private_salaried,33115.080210398075,33.0812361277885,15.889191187991486,42.87107359484855,60.086590896680576,49.87298509431393,41.55492580804652,0.1,home,462.7392902740795,0
45,self_employed,48825.777475804476,57.19916208335039,36.547366152952364,57.774315973434724,93.07810193174143,75.77820087369318,49.25507691347087,0.8344054506542598,personal,627.1593586299671,0
26,self_employed,74598.35380183619,29.57865740859534,30.230132652318837,65.83780194337247,39.35017674363999,57.36179555262477,61.730975223646006,0.8390146205386163,education,670.8759595003484,0
35,self_employed,34132.28882761828,27.01129546669393,45.56633219260753,79.15006970318272,100.0,97.39224310874621,88.66024280776699,0.5176949553651771,personal,558.5918101126617,0
32,govt_salaried,67461.46499771974,12.135642002450119,50.95472629157269,52.21716542820235,61.69356664258153,100.0,37.77988780089557,0.13303662864280333,personal,898.0452802101655,0
22,private_salaried,36279.77348009602,46.403766419530406,57.12658209656885,90.43276298602672,36.916522938719154,100.0,34.59513623316216,6.631390120551952,personal,526.0845117158847,0
31,business,104038.11041852391,42.32066119068124,66.60268190150404,72.60298161268803,57.84323650532451,53.109678945515014,81.76657036921284,0.446787997413795,home,581.1495439630203,0
24,private_salaried,115225.48737698208,47.37350279193101,70.4475597395519,67.03253219646103,61.254762306191076,81.11470599052237,23.47296573000446,2.153833344540281,home,831.2963861737431,0
60,private_salaried,73980.17921573574,0.6640811460050386,63.64963834905012,99.29444119373096,32.97840888779348,47.36242209911872,80.25209944752442,5.272260648036987,home,765.9106409551508,0
58,self_employed,79621.45645441246,45.81159573710866,27.95750559392652,66.4935753167631,53.70602538236748,100.0,61.874505412204314,1.922271651659759,education,681.2634784488819,0
24,self_employed,39248.999046178425,48.044088801584905,62.11275717609902,83.26869806447402,100.0,49.52421601792854,45.10690593377166,0.5010031862913296,personal,508.6657350209176,0
46,business,56386.4586138733,18.117664290524353,83.91503959233653,77.58442363950455,57.73486986512232,79.51533247797384,79.62018463473427,3.0709936334812955,personal,676.8660829134958,0
49,govt_salaried,93988.20588578488,30.06089439416273,25.594371065411124,66.95097782746325,44.27154912331024,55.531476145990084,89.03766036057108,0.9328975284007012,education,446.9042444342217,0
29,private_salaried,62171.96353634197,54.78257931636156,30.79966603249812,56.049204254281754,16.10625060320929,9.307287104357997,73.22706451757806,0.1,education,743.0567086986697,0
26,govt_salaried,42771.96806000456,50.58239217667894,21.035679433692952,56.86193011716492,36.98419411742041,66.56817845012154,40.30596856965856,9.27692484831455,home,617.7333571334203,0
60,private_salaried,34934.0365984429,37.23929845208716,19.349125895310397,88.4856093749355,52.12889951292441,68.10073247191038,100.0,0.1699173504478912,personal,517.1474654479974,0
50,private_salaried,121662.95103362935,29.859686088794767,27.57118268008417,46.849766105643575,35.55458281022812,42.78848309068343,100.0,0.1,car,796.6644015449524,0
43,self_employed,37712.235387129236,42.34061841841877,10.55744382216109,89.25996860344776,48.99186504604663,57.50358384900805,84.21919936406982,4.4331274999389105,car,703.3115973783248,0
30,govt_salaried,31248.715721449462,39.89199533363177,9.97772847229394,93.48054038413802,50.377446588925274,54.54553958961921,90.98018451673778,0.7508156303681963,personal,610.4802802016237,0
57,private_salaried,17309.924665103234,60.44684552435057,39.220349344052366,73.06573776259215,41.37702282977626,72.98272228704141,69.24730595150304,5.623848725724359,car,782.3962258419826,0
29,private_salaried,25050.44124044395,14.777218668414307,49.8652818804543,78.41730876255883,50.400416591183024,65.36867866130787,76.95163410723342,0.4708871591501848,education,764.0214175434281,0
62,private_salaried,60121.715487973124,9.461245936432395,55.583112746512874,84.45194964826086,61.40074335784689,84.65381967891028,100.0,0.4820550715963804,home,771.7244078021756,0
22,private_salaried,86814.84847902371,29.779803705547415,38.971167257925835,46.31270065682308,69.52555024664964,34.519695165459396,54.03121905165893,1.0988711943071336,home,739.764167115407,1
44,business,31914.67166716586,45.50464819113487,23.487243475244522,77.44019629290723,100.0,63.078802005507,92.98546652571352,0.281797286911695,home,565.6188289848935,0
60,private_salaried,20125.07156680067,45.616279031832136,23.750664482114647,87.64815478111042,79.31386124066825,77.43619924434392,38.59550560219087,1.1195249389495552,car,729.6484656665625,0
32,private_salaried,59284.24848503022,44.15878617925735,46.195808958620795,96.61561451109243,75.8480538637226,74.18360158456873,68.59668577082707,0.6250328227653058,personal,450.684687978081,0
36,business,40487.90195344834,39.0736825579306,9.465028483593812,53.37886919183475,81.3288213333226,64.2088969228669,83.63001394745248,4.9520267668383955,education,812.7960058620145,0
34,private_salaried,39448.52302003673,30.36241814797041,39.44267543267426,65.42502756673045,86.39390313933802,47.107853955609926,66.26256711677281,1.9385587860001239,home,597.232273007099,0
62,business,74460.9812517419,18.588438492523295,0.0,66.2466866039459,25.3416226194657,100.0,56.99258111859946,0.7925608460177453,home,596.5396974319074,0
25,self_employed,48804.0211309939,32.979908688761036,50.72349840378405,65.95343668730999,71.68015233829595,97.27939641454888,79.20150020599294,0.1153734130793063,education,620.0322460609838,0
57,self_employed,29757.098264218715,32.514154202800775,18.48830313965078,100.0,38.402577161333355,88.34205828767273,100.0,1.797129381481103,personal,634.6146168685867,0
23,self_employed,63426.46145733015,52.91272943826603,36.930905270775504,45.00326177352911,70.78615733834845,100.0,72.173376621347,1.689183553848739,home,444.9478832984505,0
45,private_salaried,40608.13416802844,22.398348821249925,38.29395654874281,67.74929949801275,69.59500940390727,75.86998205578683,91.67219307810942,2.001036953924747,education,534.1258880147418,0
25,govt_salaried,64571.85235374246,35.5831641188442,35.865433894885804,95.6094684087166,58.78423686425941,82.25593971580977,80.89334888636779,4.996827740463887,home,892.02650530243,0
53,private_salaried,57112.43570947171,28.03239611746268,15.993380636065634,81.35610338403768,39.2620862987729,68.89705642403693,66.82651112578728,8.130777001335787,home,605.5611957683244,0
51,govt_salaried,107328.97541595693,40.14663624427638,19.358086294550628,62.699639773204076,48.79342748037211,53.10219405860868,50.176393807799,1.1817997353355234,car,668.528873235403,0
50,govt_salaried,54546.84824404183,52.79581118322932,30.272943321512813,51.29159990639378,45.02768769366122,80.40850434233285,83.5354054143391,0.4771552348654909,car,627.635312676429,0
42,self_employed,34623.54375732493,34.376448536862135,75.40803927364223,60.20251447073225,12.37283326890688,92.65808868929597,92.7320954340912,0.7275816976363537,education,595.163921170709,1
37,govt_salaried,40004.75342464755,36.334284089145534,58.31827430742801,64.14790316483445,76.92754946965732,74.27447714780864,81.55633781762279,0.653586211968693,education,623.3104665853322,0
36,business,19469.682337821563,26.499958812348417,58.26970916062518,56.41335611795453,35.49245865357738,77.80379647414247,78.05536583986188,2.0681270498925346,car,732.7835899755561,0
37,govt_salaried,48316.942663409995,32.6201675619712,11.26716965269905,67.59581154373501,55.58269002214674,52.0005357627306,88.74447243069699,6.071392397721996,personal,799.904212098504,0
34,private_salaried,24027.090261765185,44.09247635917184,5.264584345993274,81.32852146098168,66.11637964167397,45.09289272151966,87.8147616754978,1.4195781333641908,car,443.86476514860414,0
38,private_salaried,48402.438652021,11.24145764771415,50.20829312288595,90.71600317301665,65.63643904462413,45.66047713741574,69.0457728771604,0.6928282069617955,home,611.1972545256549,0
48,self_employed,43893.3414905757,35.40328758491796,39.16765615895105,34.16530263151419,48.82056543698508,51.36031504004403,49.96759980210169,2.095668509795302,personal,616.2679648536854,0
64,govt_salaried,64618.888755615364,55.99033154879003,53.49267365825538,76.19260739840348,38.82658055736066,78.96446627227179,77.86970770843499,3.1301686821800656,personal,712.168033261411,0
31,business,94721.570726304,37.96399407038599,76.5052174525053,61.21624363820864,98.39909507913123,68.95821566925295,56.97163992771103,5.135088892505996,personal,591.9336999134814,0
49,self_employed,17794.931261322716,34.634681116085254,77.84540717223727,100.0,65.9080917418508,65.760069563364,72.40062653436523,0.5564294461722333,education,600.5224257518166,0
27,private_salaried,59850.888798043205,44.707939095541114,25.33627075401252,100.0,24.35585842494147,35.7125023958036,74.48903637119945,1.443372702586649,home,775.6517963134586,0
56,private_salaried,22657.15769655385,44.78484317620129,3.4721568603150104,100.0,89.5022838536863,52.488745969809415,77.91607066874818,3.145412272817775,car,849.1937123270345,0
22,private_salaried,48398.44502007791,52.59093528889047,45.872003091888644,67.58771335827788,74.29246776620862,8.02914758739849,92.97531400744207,0.44639324404407843,education,441.23434654662805,0
25,private_salaried,21739.60829287044,27.98448198032163,41.930077634614314,74.06158842241632,66.92602068057803,66.53643782120511,44.340155516228606,1.0274626995129166,personal,630.3839195957352,0
32,self_employed,41178.597936053186,29.761134435223568,28.56729897565235,100.0,64.54838630578884,73.60083294382139,90.60566908063684,0.5761796259264339,home,678.6546990831816,0
21,govt_salaried,39124.2393036424,45.98960115823369,33.385668397828354,76.57270380632181,5.044982886697312,83.32655349404963,76.92976951795985,1.5162306727300237,education,395.41328703334193,0
43,govt_salaried,85313.79198290939,19.401411093117037,47.25547810125139,53.93168873652688,39.40577598260487,100.0,66.18635198473307,2.9492246909508846,education,676.0919447815668,0
38,self_employed,54083.85744910813,38.016485700724516,56.013087920152245,97.11051865915968,84.6757576390095,77.77460444058369,47.13990174539033,1.2516289122396471,home,427.8871570525679,0
26,private_salaried,41470.85817169167,38.0928647304399,22.913228611067204,68.4659201004435,85.57975263566647,78.88466820971966,67.76955884682108,5.791092715714735,home,742.1376703371676,0
44,private_salaried,97523.96353720762,14.892070949262244,58.28869291985814,100.0,94.65934700397541,24.60888902045663,91.42801820747442,1.98794822407001,home,573.3245902772597,0
46,private_salaried,61423.492090171065,19.264896161442707,35.055647418431576,100.0,70.5599217630822,66.16802944205337,71.79216319855217,0.7061382522893449,car,508.23272200414385,0
64,business,64987.78187311816,31.20971467998554,42.841690594017386,71.2220662443105,68.826831911012,64.32626946182567,50.99303633796531,0.7418964076954297,car,712.6902335939078,0
28,private_salaried,104533.07226213094,46.5962478376629,22.933528695565755,43.26376568809822,51.64329741606224,61.8155224380658,50.61600779372468,1.8619612493302502,education,716.1244762691044,0
56,private_salaried,35205.01213286189,42.1550557909261,0.0,79.94995593674422,100.0,91.50538102076662,78.44026321413938,2.6004286304545325,car,787.9303673916457,0
36,private_salaried,31931.963896534064,19.125505925613098,48.85398651988425,84.1508527239616,80.72095738532029,76.39587623807539,58.644898736516126,1.37887952990353,home,701.8631181758486,0
41,govt_salaried,33946.627566848,35.657172079686646,32.05995996743023,94.27758233589819,100.0,53.85016429984333,42.603940408418445,2.256440118848305,personal,597.8209085707706,0
38,private_salaried,113419.70346041802,26.69617637438008,46.379661583705506,100.0,45.52180647531282,60.92839279795277,58.366381721027125,0.6425795752390833,home,528.2291923168559,0
25,govt_salaried,138686.7347481065,14.819473216467518,51.480296611967034,100.0,76.76440539535604,60.06982614891719,39.23928584469118,0.5278054424313495,personal,850.7086864205244,0
28,private_salaried,94429.15173336795,45.416094784180565,28.463274138757303,51.204769165358,86.22851604227797,58.99812077525232,69.59962201311143,1.2052969262131936,education,696.0334364945519,1
60,self_employed,41847.85311805267,46.59660810042856,11.896404977191363,70.26839298541718,45.09015412380488,73.50357684549404,76.71315979297796,2.344337645759207,car,734.9730412026308,0
53,private_salaried,27491.308106284032,11.93229011106694,10.593652455684492,60.6263614911344,87.75182736094632,65.78327808723718,73.86661333905467,5.165556480105689,personal,638.4472030157484,0
57,private_salaried,74551.4960123157,0.0,35.56405423043855,100.0,72.0164484882886,72.46117870641274,100.0,3.195143571753782,education,569.8291455628341,0
41,govt_salaried,39456.138265427195,26.843308501649904,36.746299480171274,85.93383211542626,58.080756822866555,79.1892363485971,30.617054280529047,2.33086574122862,home,623.8098603508596,0
23,business,64789.90953585479,42.65418515798107,54.95625436528056,73.78958955387382,28.707627797507453,33.37484858161038,70.72220350660257,0.208359987049063,car,641.540146632909,0
34,business,70465.8455819663,28.1156467126314,1.8713426965769884,100.0,83.59969798005407,24.688011266738037,58.74799436692615,1.6570376499175778,personal,577.8099582302868,0
39,private_salaried,41417.42704845139,23.453466831786848,23.790898034401202,93.74516179127878,93.03325403330413,39.51262507241243,82.52152851015634,0.6620161107349622,car,763.9464962529588,0
59,self_employed,39487.27981989928,54.906171530205,9.54350775876986,100.0,6.4003142628716745,100.0,61.87595522756335,8.298279235922655,education,510.5231412334859,0
35,private_salaried,13419.697293867164,20.09815660914984,46.58798478348007,44.34529262208481,80.82386833071531,73.32472733855191,91.52366642660641,0.55428729878471,home,648.1628180992406,0
31,private_salaried,26996.702895406575,34.398672310151696,58.364354436337294,57.74189322499003,0.0,56.10108479750657,52.50359239847762,3.84298550473616,home,376.8351789689597,1
49,private_salaried,53280.53861383814,33.68542613275284,38.05435798439657,86.76399869943714,67.71670623967839,16.365728574757043,68.05383622455946,1.4951581677878047,home,573.1407878276979,0
39,govt_salaried,48288.1885593283,38.8882702751489,50.86112761314858,99.555045196386,51.92465191607724,66.88358883360817,70.20046604484507,1.2259045715584687,education,584.8881242682709,0
27,self_employed,25236.356805889092,18.850085982135056,0.0,100.0,59.71040020743571,62.48122054106333,55.65029627837836,0.2155773770741391,car,722.8557320940342,0
23,govt_salaried,95234.45436709381,43.343450141009896,44.117755441632156,100.0,38.91204424049643,83.55680256162475,71.14026249794169,2.183213755112126,education,682.2310734635909,0
30,private_salaried,60517.01136151201,19.327862089684494,0.0,100.0,27.41979085695792,60.57492752828456,64.46373400222159,5.44925770275138,car,739.5424888777284,0
38,self_employed,59056.379709167784,58.98683502724063,57.49597289186383,59.01211847677129,62.36311856134639,30.65008531718481,59.19693223251498,2.89032292720736,car,687.6863561119832,0
44,private_salaried,65721.54031256557,57.171902392598916,25.086065146201108,88.20021186234237,90.8811756618134,68.25339997995064,52.87386861113701,5.241742745623798,home,633.3852819219471,0
21,self_employed,41041.70635950801,44.15366563407119,39.90037190920934,71.05140922715921,22.661606410158406,86.55907790211515,85.18421999839666,2.3861385692425174,personal,720.0663553250375,0
42,self_employed,36138.30087064814,39.68737520385708,41.38666379386772,90.47665487284559,83.05437572004213,77.68482286118444,79.50571178639782,1.5887011064382874,education,857.2356621480086,0
55,govt_salaried,40255.797846496556,28.822607685216205,6.108851129504057,41.77441013444464,55.7261693095436,86.50628278718709,59.24620605144274,0.6386463650662931,car,686.4133701108855,0
38,self_employed,89696.14901496399,20.11485740187724,42.71768766168652,96.35198601624981,76.20823750940825,66.63126069968732,96.13114923528695,1.1688670088643887,personal,563.9813215276635,0
48,self_employed,29375.215507215562,62.81138849501282,59.42067391050706,86.64195406937232,49.337897528754205,45.81121526553041,62.55586447857894,2.1208342405251126,car,780.6498343645023,1
23,govt_salaried,24628.368034958625,37.113293703668056,0.0,81.46335428369562,51.30993534253328,55.67926996263515,38.10593865466409,5.153616082788982,home,481.9753947957069,0
25,self_employed,38431.06883718924,37.12752750714355,29.515432858909378,55.013744846997255,53.65638727577187,81.25914224731298,50.918765045073556,3.867644170992182,personal,535.5674464376362,0
33,private_salaried,32807.43759656541,37.60874125750644,31.614982318873867,77.58129596480337,42.775462814271044,26.042267254730554,85.67437563629132,0.946532880339538,education,738.421267651092,0
31,business,69647.58356077105,36.45124842438675,32.80901417061593,62.91975450149746,77.11516974656732,46.616397225585665,47.792009654079585,2.0829218553698956,education,718.0466620865724,0
61,govt_salaried,45903.58726832962,25.889816018518175,67.58646673236052,80.27788860908038,40.23804828639062,72.48872651909147,70.70295762849017,0.6450152990290943,car,614.5350511824141,0
37,self_employed,64579.988250849055,28.471935070745495,13.093088722861665,70.64538031023106,26.89268514485423,78.00380761461508,100.0,0.8582955014438338,education,618.6905280659444,0
52,private_salaried,50438.32431553531,27.758847167269515,15.933427834825753,77.4534063198959,95.61696146173901,71.46158546232058,64.95292995747425,5.2919626276995855,car,839.911275857791,0
22,govt_salaried,76233.39410892018,33.83244204480797,31.390401728187488,100.0,62.46882270914216,49.964178998096315,61.47284807588913,3.735944795845929,education,787.8134851036106,0
48,self_employed,37942.80460189189,20.849254259450966,12.521970662698138,52.164718149684,68.38943617221072,65.97337473766102,89.13713758551148,1.4837204506777932,personal,572.7740201219045,0
23,business,49695.08830958339,15.752338581052879,26.471459497736653,76.7932450221652,88.9019536701677,49.10878945182891,58.98616856939374,4.006072237497841,personal,763.3147570618737,0
41,self_employed,99320.79834587168,40.848302292085926,19.552604313713996,64.9579399180224,68.96727415083188,70.86787911283805,68.50070098321905,1.02684936845859,home,670.2153171523537,0
64,business,56294.635306141936,45.98210845227674,12.807089909584857,58.20349505095665,58.354629354442984,67.25575725258187,37.520855824779176,0.2996156803205764,personal,669.3875616127987,0
61,self_employed,40806.13815665773,41.71038953285916,10.721452386948712,100.0,14.427218813720664,80.91406283399485,82.37327874961298,4.640542206644952,education,541.5557767123846,0
22,private_salaried,61993.17545588018,19.90158513368147,30.514896824848606,63.11646502540085,46.600512260676375,73.65457198260368,58.112672553075875,3.6008764749702897,home,626.9211304313162,0
59,self_employed,53626.08509888297,47.88885837499761,41.92355491665483,43.78218194491869,19.299229172480885,53.55405894431868,43.5798700826966,0.34484905652296094,education,585.7606176855293,0
46,business,59523.19359471122,24.553703106160945,51.86828618791999,84.90425906248224,55.97163905121409,68.08631663267172,100.0,1.9018305735300158,education,763.0774652321442,0
50,govt_salaried,122895.7652884167,9.496926881779007,45.566060693338365,89.90808394690804,32.852100101018024,51.88727240706294,72.9750179247043,5.24379906824188,personal,764.0369110368291,0
36,private_salaried,50768.23189522978,52.42817453912286,16.452937316188518,79.7673796546957,79.37994074456074,75.0218833987969,73.79163233197487,1.8216579407789468,education,770.125531108057,0
49,private_salaried,46398.905163182986,33.8369927720901,47.690805761144496,86.59817934943841,84.9914668964642,48.770206445329514,77.77440246102218,0.6670348260598931,car,900.0,0
54,private_salaried,77143.98174562164,31.76752696520196,51.13128353361999,79.12099035759026,50.370869275628166,33.143944012950286,41.7009477856712,2.4355922144317614,personal,338.8224578789909,0
33,private_salaried,71684.36789624432,39.46881597889704,40.7746478943992,68.80235852712498,10.1435692372485,35.985761645130474,63.66493341202964,1.2637530883078325,personal,630.7840645320032,0
61,self_employed,82381.79824674489,36.29551350610135,26.283393181569757,76.3858812109778,47.661528946060834,67.26268475359943,85.16212397034943,0.4514195567259533,car,639.534128190122,0
32,self_employed,22201.87510532404,50.77925608742399,15.420895077854595,91.21407310699988,68.37933677622748,81.37261323559797,45.89992957801945,4.028034709137113,car,543.4222525127147,0
40,business,21221.66489989353,21.557158065250096,24.474109375460525,100.0,88.25457715765535,91.53937062113351,74.64720555367732,1.743659258195132,education,759.6313750135039,0
40,self_employed,71644.3303308861,38.148681344628045,68.73278371608689,86.17539569121254,77.93863016660302,15.951861531354751,100.0,0.22041842280389093,education,414.8731728691107,0
58,self_employed,35485.74498413342,61.62966338914268,11.127263364870398,93.38308347220003,80.01455795107447,51.5875958184671,97.84930600128658,4.320868585554682,car,619.9944182481256,0
31,private_salaried,61612.18493913862,54.56510364317229,1.7501602392865152,95.65092408683314,83.16762842068958,43.18067139569604,61.7837142409083,1.4076200339946525,car,631.4641377358429,0
38,self_employed,37008.98450877921,31.86167189383208,1.3312361555809957,58.88259867007622,79.12129082743644,97.31165647096464,45.31302256240156,11.064625773411326,home,578.9042889016526,0
46,govt_salaried,60421.09266287588,33.67455561191997,27.599779402357445,69.82407874665795,94.96617926261791,76.21838895882478,64.09039363941679,0.3086385587446633,personal,593.027162541955,0
38,self_employed,46460.08928103593,41.715753887154165,3.5824769586300143,52.4646506218039,25.151874840023616,67.85886189527413,100.0,3.5876803457662394,education,900.0,0
41,private_salaried,81630.83012851336,5.310502844363185,49.95820512235068,53.54513948520387,60.98117160277874,100.0,51.61230816827153,1.6779644274486878,education,735.2398995486351,0
42,private_salaried,26508.618957513052,42.45048834854782,25.693790864398935,72.88103291391728,100.0,34.94059343209693,75.07479322989147,1.9056356576648312,car,706.1231806118519,0
61,business,50911.094583244376,40.65650590853279,34.414743726300436,97.52100501544336,53.715156910287845,29.53935063586237,95.23843001427983,0.8414230476501898,home,432.21523467509303,0
37,business,47693.62402446649,39.28331112286485,45.42244856758677,87.90431171900114,68.89011165008621,66.79161362510497,66.05323159385348,4.8097204772319655,home,631.8472059615785,0
58,private_salaried,79343.71359863729,45.840440142839284,17.752952538731112,100.0,66.50176515868596,86.69054092990177,79.79881165600146,1.0139402437648137,education,764.3750054451305,0
27,govt_salaried,89736.5159977794,13.406539199357237,38.61166413216726,77.9047743356333,39.51908837551396,71.26237659494528,100.0,0.8224217594402801,car,566.4617169244254,0
23,self_employed,45603.541850317735,60.876759983878586,48.44121038187535,82.81226355458723,74.82332351214795,62.27105073291657,37.64332188883356,0.392209190234336,personal,457.09281627572307,0
59,private_salaried,33041.8300697241,27.9375653522926,58.00592052602787,80.59685321995217,18.066798977346508,70.15521765720221,99.62477097177607,0.5201535654695384,education,592.5707066454239,0
